Name,Nickname,Weight Class,Record,Knockouts,Submissions,First Round Finishes,,,,,,,,,,,,,,,,,,,,,,,,,,
Stephen Bass,"""Bigfish""",Featherweight Division,10-1-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Shayna Baszler,"""The Queen of Spades""",Women's Bantamweight Division,15-10-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ron Bata,"""Wolverine""",None,None,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Michel Batista,"""El Panda""",Heavyweight Division,0-1-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Bryan Battle,"""Pooh Bear""",Welterweight Division,9-2-0 (W-L-D),2,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Alan Baudot,"""The Black Samourai""",Heavyweight Division,8-3-0 (W-L-D),7,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,
Mario Bautista,None,Bantamweight Division,10-2-0 (W-L-D),3,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,
Chris Beal,"""The Real Deal""",Flyweight Division,10-3-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Donovan Beard,None,Middleweight Division,0-1-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ariel Beck,None,Women's Flyweight Division,4-5-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Johnny Bedford,"""Brutal""",Bantamweight Division,19-13-1 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Rolando Bedoya,None,None,None,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Allan Begosso,"""Mini""",Bantamweight Division,0-1-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Mirsad Bektic,None,Featherweight Division,13-4-0 (W-L-D),7,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Diana Belbita,"""The Warrior Princess""",Women's Strawweight Division,14-7-0 (W-L-D),6,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Alan Belcher,"""The Talent""",Middleweight Division,17-7-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Vitor Belfort,"""The Phenom""",Middleweight Division,26-14-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Rodolfo Bellato,None,Light Heavyweight Division,0-1-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Danilo Belluardo,"""Caterpillar""",Lightweight Division,12-5-0 (W-L-D),6,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Marco Beltran,"""Psycho""",Flyweight Division,8-7-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Joey Beltran,"""The Mexicutioner""",Light Heavyweight Division,14-9-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Joseph Benavidez,None,Flyweight Division,28-8-0 (W-L-D),8,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Dave Beneteau,None,Heavyweight Division,0-0-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Gabriel Benitez,"""Moggly""",Lightweight Division,23-11-0 (W-L-D),9,10,12,,,,,,,,,,,,,,,,,,,,,,,,,,
DeAnna Bennett,"""Vitamin D""",Women's Flyweight Division,8-3-1 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Lance Benoist,None,Welterweight Division,7-2-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ryan Benoit,"""Baby Face""",Flyweight Division,10-8-0 (W-L-D),8,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Steve Berger,"""Red Nose""",Welterweight Division,15-6-3 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenneth Bergh,None,Light Heavyweight Division,6-0-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Keith Berish,"""Sha Bang Bang""",Middleweight Division,5-1-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Manny Bermudez,"""The Bermudez Triangle""",Bantamweight Division,14-2-0 (W-L-D),1,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Dennis Bermudez,"""The Menace""",Lightweight Division,18-9-0 (W-L-D),4,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Talita Bernardo,None,Women's Bantamweight Division,6-4-0 (W-L-D),0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Dave Berry,None,,0-0-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Dieusel Berto,None,,0-0-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Allen Berube,"""Monstah""",Lightweight Division,2-1-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Anton Berzin,"""The Body Snatcher""",Light Heavyweight Division,5-2-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Scott Bessac,None,,0-0-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Matt Bessette,"""The Mangler""",Featherweight Division,22-9-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Khadzhimurat Bestaev,None,Middleweight Division,0-1-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
KB Bhullar,"""The Bengal""",Middleweight Division,8-2-0 (W-L-D),4,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Magomed Bibulatov,"""Chaborz""",Flyweight Division,14-2-0 (W-L-D),2,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,
David Bielkheden,None,Lightweight Division,13-7-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Blake Bilder,"""El Animal """,Featherweight Division,7-0-1 (W-L-D),0,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,
Jonas Bilharinho,None,Featherweight Division,1-0-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Xie Bin,None,Featherweight Division,0-2-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Anthony Birchak,"""El Toro""",Bantamweight Division,16-8-0 (W-L-D),5,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Chris Birchler,None,Light Heavyweight Division,7-4-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Michael Bisping,"""The Count""",Middleweight Division,31-9-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Amaury Bitetti,None,Middleweight Division,0-0-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Caio Bittencourt,None,Middleweight Division,0-1-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Simon Biyong,None,Light Heavyweight Division,0-0-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Jan Błachowicz,None,Light Heavyweight Division,29-9-1 (W-L-D),9,9,7,,,,,,,,,,,,,,,,,,,,,,,,,,
Jason Black,None,Lightweight Division,22-4-1 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Brad Blackburn,"""Bad""",Welterweight Division,15-11-1 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Tom Blackledge,"""The Juggernaut""",Light Heavyweight Division,10-7-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Sherrard Blackledge,None,Lightweight Division,1-1-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Da'Mon Blackshear,None,Bantamweight Division,12-4-1 (W-L-D),1,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Erin Blanchfield,"""Cold Blooded""",Women's Flyweight Division,10-1-0 (W-L-D),2,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Maximo Blanco,"""Maxi""",Featherweight Division,12-8-1 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Curtis Blaydes,"""Razor""",Heavyweight Division,17-3-0 (W-L-D),12,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Tereza Bleda,None,Women's Flyweight Division,6-1-0 (W-L-D),2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,
Byron Bloodworth,None,Bantamweight Division,6-3-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Dashawn Boatwright,"""Buck, the 400-pound Silverback""",Light Heavyweight Division,3-2-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Daniel Bobish,None,Heavyweight Division,0-0-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Mark Bocek,None,Lightweight Division,12-5-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Kyle Bochniak,"""Crash""",Featherweight Division,8-5-0 (W-L-D),2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,
James Bochnovic,None,Middleweight Division,8-3-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Tim Boetsch,"""The Barbarian""",Middleweight Division,21-13-0 (W-L-D),13,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Galore Bofando,None,Welterweight Division,5-3-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Roman Bogatov,None,Lightweight Division,10-1-0 (W-L-D),1,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Jerry Bohlander,None,Middleweight Division,0-0-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Mandy Böhm,"""Monster""",Women's Flyweight Division,7-2-0 (W-L-D),2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,
Denys Bondar,"""Psycho""",Flyweight Division,16-4-0 (W-L-D),4,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Gabriel Bonfim,"""Marretinha""",Welterweight Division,14-0-0 (W-L-D),3,11,7,,,,,,,,,,,,,,,,,,,,,,,,,,
Ismael Bonfim,"""Marreta""",Lightweight Division,19-3-0 (W-L-D),9,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Jesse Bongfeldt,"""Water""",Middleweight Division,15-5-1 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Stephan Bonnar,"""American Psycho""",Light Heavyweight Division,17-8-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Rogerio Bontorin,None,Flyweight Division,17-4-0 (W-L-D),3,11,9,,,,,,,,,,,,,,,,,,,,,,,,,,
Ray Borg,"""The Tazmexican Devil""",Bantamweight Division,13-5-0 (W-L-D),0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Calen Born,None,Welterweight Division,7-1-0 (W-L-D),2,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Caio Borralho,"""The Natural""",Middleweight Division,13-1-0 (W-L-D),4,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Zach Borrego,None,Middleweight Division,0-1-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Viacheslav Borshchev,"""Slava Claus""",Lightweight Division,6-3-0 (W-L-D),5,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,
Tanner Boser,"""The Bulldozer""",Heavyweight Division,20-9-1 (W-L-D),11,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,
Steve Bosse,"""The Boss""",Light Heavyweight Division,12-2-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Marcus Bossett,None,,0-0-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Poliana Botelho,None,Women's Flyweight Division,8-5-0 (W-L-D),6,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,
Tai Bowden,None,,0-0-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Kyron Bowen,None,Middleweight Division,0-1-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Melton Bowen,None,,0-0-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Brian Bowles,None,Bantamweight Division,10-3-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Roger Bowling,"""Relentless""",Lightweight Division,11-5-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Anvar Boynazarov,None,Featherweight Division,0-1-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Paul Bradley,"""The Gentleman""",Welterweight Division,18-4-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Kyle Bradley,None,Lightweight Division,14-7-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Sean Brady,None,Welterweight Division,15-1-0 (W-L-D),3,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,
Ebenezer Braga,None,Middleweight Division,0-0-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ramiz Brahimaj,None,Welterweight Division,10-4-0 (W-L-D),0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Joe Brammer,"""The South Side Strangler""",Lightweight Division,7-2-1 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
David Branch,None,Middleweight Division,22-6-0 (W-L-D),6,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Diego Brandao,"""DB""",Featherweight Division,24-11-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Bruna Brasil,None,Women's Flyweight Division,8-2-1 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Martin Bravo,"""El Toro""",Featherweight Division,12-3-0 (W-L-D),5,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Mike Breeden,"""Money""",Lightweight Division,10-5-0 (W-L-D),8,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,
Tom Breese,None,Middleweight Division,12-3-0 (W-L-D),5,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Elves Brener,None,Lightweight Division,0-0-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Chris Brennan,"""The Westside Strangler""",Welterweight Division,11-5-1 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Charlie Brenneman,"""The Spaniard""",Lightweight Division,19-8-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Marcos Brigagao,None,Light Heavyweight Division,0-0-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Jason Brilz,"""Hitman""",Light Heavyweight Division,18-5-1 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Marcus Brimage,"""The Bama Beast""",Bantamweight Division,7-5-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Aaron Brink,None,Heavyweight Division,8-3-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Henry Briones,"""Bure""",Bantamweight Division,19-8-1 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Joanderson Brito,"""Tubarao""",Featherweight Division,14-3-1 (W-L-D),6,6,9,,,,,,,,,,,,,,,,,,,,,,,,,,
Antwain Britt,"""The Juggernaut""",Middleweight Division,0-0-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Jarred Brooks,"""The Monkey God""",Flyweight Division,14-2-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Will Brooks,"""Ill Will""",Lightweight Division,18-4-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Rob Broughton,"""The Bear""",Heavyweight Division,15-7-1 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Humberto Brown,"""El Gato Negro""",Featherweight Division,4-5-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Damien Brown,"""Beatdown""",Lightweight Division,17-12-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Matt Brown,"""The Immortal""",Welterweight Division,25-19-0 (W-L-D),16,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Todd Brown,"""Bulldog""",Light Heavyweight Division,15-3-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Mike Brown,None,Featherweight Division,26-9-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
TJ Brown,"""Downtown""",Featherweight Division,17-9-0 (W-L-D),4,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,
Randy Brown,"""Rudeboy""",Welterweight Division,16-4-0 (W-L-D),6,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Travis Browne,"""Hapa""",Heavyweight Division,18-7-1 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Junie Browning,"""The Lunatic""",Lightweight Division,3-2-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Jules Bruchez,"""Cotton Mouth from the South""",Light Heavyweight Division,0-1-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Cody Brundage,None,Middleweight Division,8-3-0 (W-L-D),4,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,
Steve Bruno,"""Hollywood""",Welterweight Division,13-5-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Derek Brunson,"""The 1""",Middleweight Division,23-8-0 (W-L-D),12,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Dennis Bryant,"""The Beard""",Light Heavyweight Division,5-2-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Josh Bryant,"""The Beast""",Middleweight Division,10-2-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Lukasz Brzeski,"""The Bull""",Heavyweight Division,8-2-1 (W-L-D),6,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,
Justin Buchholz,None,Lightweight Division,9-5-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Joaquin Buckley,"""New Mansa""",Middleweight Division,15-6-0 (W-L-D),11,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,
Martin Buday,"""Badys""",Heavyweight Division,3-0-0 (W-L-D),7,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Paul Buentello,"""The Headhunter""",Heavyweight Division,25-12-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Modestas Bukauskas,"""The Baltic Gladiator""",Light Heavyweight Division,13-5-0 (W-L-D),9,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,
Wuliji Buren,"""Beast Master""",Bantamweight Division,10-8-0 (W-L-D),2,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Shane Burgos,"""Hurricane""",Featherweight Division,15-3-0 (W-L-D),5,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,
Joshua Burkman,"""The People's Warrior""",Welterweight Division,29-17-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Justin Burlinson,None,Welterweight Division,0-0-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Mads Burnell,None,Featherweight Division,9-3-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Mikey Burnett,"""The Eastside Assassin""",Lightweight Division,0-0-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Herbert Burns,"""The Blaze""",Featherweight Division,11-4-0 (W-L-D),0,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,
Kevin Burns,"""The Fire""",Welterweight Division,8-4-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Gilbert Burns,"""Durinho""",Welterweight Division,21-5-0 (W-L-D),6,9,11,,,,,,,,,,,,,,,,,,,,,,,,,,
Nah-Shon Burrell,"""The Rock n Rolla""",Welterweight Division,9-3-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Bubba Bush,"""The Fighting Texas Aggie""",Middleweight Division,8-3-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Dakota Bush,"""Hairy""",Lightweight Division,8-4-0 (W-L-D),2,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Murilo Bustamante,None,Middleweight Division,11-1-1 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Todd Butler,None,Lightweight Division,0-0-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
JP Buys,"""Young Savage""",Flyweight Division,9-5-0 (W-L-D),3,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,
Dennis Buzukja,None,Featherweight Division,1-1-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Charles Byrd,"""Kid Dynamite""",Middleweight Division,10-7-0 (W-L-D),3,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Steve Byrnes,"""The Sergeant""",Middleweight Division,6-1-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Yan Cabral,None,Lightweight Division,12-3-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Alex Caceres,"""Bruce Leeroy""",Featherweight Division,20-13-0 (W-L-D),4,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Vince Cachero,"""The Anomaly""",Bantamweight Division,7-4-0 (W-L-D),2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Priscila Cachoeira,"""Zombie Girl""",Women's Bantamweight Division,12-4-0 (W-L-D),7,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,
Ricky Calatayud,None,Flyweight Division,0-0-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Taylor Callens,None,Lightweight Division,0-0-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Cynthia Calvillo,None,Women's Flyweight Division,9-5-1 (W-L-D),2,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Frank Camacho,"""The Crank""",Lightweight Division,22-10-0 (W-L-D),17,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Fabricio Camoes,"""Morango""",Lightweight Division,14-9-1 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Brian Camozzi,"""Mantis""",Welterweight Division,7-5-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Chris Camozzi,None,Middleweight Division,24-13-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ricky Camp,None,Bantamweight Division,0-0-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Shane Campbell,"""Shaolin""",Lightweight Division,12-6-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Charlie Campbell,None,Lightweight Division,0-1-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
John Campetella,None,,0-0-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Wagner Campos,"""Galeto""",Featherweight Division,11-4-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Will Campuzano,None,Flyweight Division,13-6-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Aleksa Camur,None,Light Heavyweight Division,6-2-0 (W-L-D),5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Chico Camus,"""The King""",Flyweight Division,14-7-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Asbel Cancio,None,,0-0-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlos Candelario,"""The Cannon""",Flyweight Division,8-3-0 (W-L-D),2,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,
Ronaldo Candido,"""Pacman""",Flyweight Division,5-2-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Luiz Cane,"""Bana""",Middleweight Division,0-0-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Guido Cannetti,"""Ninja""",Bantamweight Division,10-7-0 (W-L-D),4,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Jared Cannonier,"""Tha Killa Gorilla""",Middleweight Division,16-6-0 (W-L-D),10,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,
Steve Cantwell,"""Robot""",Middleweight Division,7-6-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Paul Capaldo,None,Bantamweight Division,0-0-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Phil Caracappa,None,Bantamweight Division,0-0-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Frank Caracci,None,Lightweight Division,0-0-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Bryan Caraway,"""Kid Lightning""",Bantamweight Division,21-10-0 (W-L-D),2,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Chris Cariaso,"""Kamikaze""",Flyweight Division,17-8-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Rafael Carino,None,,0-0-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Antonio Carlos Junior,"""Cara de Sapato""",Middleweight Division,11-5-0 (W-L-D),0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Spike Carlyle,"""The Alpha Ginger""",Featherweight Division,9-3-0 (W-L-D),5,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Francis Carmont,"""Limitless""",Middleweight Division,22-10-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Liz Carmouche,"""Girlrilla""",Women's Flyweight Division,13-7-0 (W-L-D),6,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Roan Carneiro,"""Jucao""",Welterweight Division,21-11-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ariane Carnelossi,"""Sorriso""",Women's Strawweight Division,14-3-0 (W-L-D),9,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,
Luana Carolina,"""Dread""",Women's Flyweight Division,8-3-0 (W-L-D),2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Tim Caron,"""The Bear""",Middleweight Division,9-2-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Clayton Carpenter,None,Flyweight Division,6-0-0 (W-L-D),2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,
Cain Carrizosa,"""The Insane""",Lightweight Division,6-2-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Shonie Carter,"""Mr. International""",Welterweight Division,66-14-7 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Jack Cartwright,None,Bantamweight Division,0-1-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Antonio Carvalho,"""Pato""",Featherweight Division,15-6-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
